SMILES	hitc
C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(CCC(=O)O)=C4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC	0
C=CC1CC2C=CC1C2	0
C=CC1CC=CCC1	0
C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12	0
C=CC=O	0
C=CCBr	0
C=CCC1(C(C)CCC)C(=O)N=C(S)NC1=O	0
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O	0
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O	0
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	0
C=CCCC	0
C=CCCC#N	0
C=CCCC(=O)C=CC1C(C)=CCCC1(C)C	0
C=CCCC(=O)O	0
C=CCCC=C	0
C=CCCCC	0
C=CCCCCCC	0
C=CCCCCCCC=C	0
C=CCCCCCCCC	0
C=CCCCCCCCCC(=O)O	0
C=CCCCCCCCCC(=O)OC	0
C=CCCCCCCCCC(=O)OCC	0
C=CCCCCCCCCC(=O)OCCCC	0
C=CCCCCCCCCC=O	0
C=CCCCCCCCCCC	0
C=CCCCCCCCCCCC	0
C=CCCCCCCCCCCCC	0
C=CCCCCCCCCCCCCCC	0
C=CCCCCCCCCCCCCCCCC	0
C=CCCCCCCCCO	0
C=CCCCCCCCCOC(C)=O	0
C=CCN(CC=C)C(=O)C(Cl)Cl	0
C=CCN(CC=C)CC=C	0
C=CCN1C(=O)C(CC(C)C)NC1=S	0
C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21	0
C=CCN1CC(C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1C	0
C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13	0
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	0
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5	0
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC	0
C=CCN1CCc2nc(N)sc2CC1	0
C=CCN=C1C(=O)CC2=NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C(O)C(OC)CC(C)CC1C2=O	0
C=CCN=C=S	0
C=CCNC(N)=S	0
C=CCNCC=C	0
C=CCO	0
C=CCOC(=O)C(=C)C	0
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl	0
C=CCOC(=O)C=CC(=O)OCC=C	0
C=CCOC(=O)CC(C)C	0
C=CCOC(=O)CCC1CCCCC1	0
C=CCOC(=O)CCCCCC	0
C=CCOC(=O)CCCCCCCC	0
C=CCOC(=O)COCCC(C)C	0
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1	0
C=CCOC(=O)c1ccccc1N	0
C=CCOC(C)=O	0
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	0
C=CCOCC(CC)(CO)COCC=C	0
C=CCOCC(CO)(COCC=C)COCC=C	0
C=CCOCC(O)CCl	0
C=CCOCC(O)CO	0
C=CCOCC(O)CS(=O)(=O)O	0
C=CCOCC1CO1	0
C=CCON=C(CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O	0
C=CCOc1c(Br)cc(Br)cc1Br	0
C=CCOc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC=C)c(Br)c2)cc1Br	0
C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC	0
C=CCOc1ccccc1OCC(O)CNC(C)C	0
C=CCOc1nc(OCC=C)nc(OCC=C)n1	0
C=CCS(=O)(=O)O	0
C=CCSSCC=C	0
C=CCSSCCC	0
C=CCSSSCC=C	0
C=CC[N+](C)(C)CC=C	0
C=CC[N+]1(C2CC3C4CCC5CC(OC(C)=O)C(N6CCCCC6)CC5(C)C4CCC3(C)C2OC(=O)CC)CCCCC1	0
C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69	0
C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1	0
C=CCc1cc(OC)c2c(c1)OCO2	0
C=CCc1ccc(O)c(OC)c1	0
C=CCc1ccc(OC)c(OC)c1	0
C=CCc1ccc(OC)cc1	0
C=CCc1ccc2c(c1)OCO2	0
C=CCc1ccccc1O	0
C=CCc1ccccc1OCC(O)CNC(C)C	0
C=CCn1c(=O)n(C2OC(CO)C(O)C2O)c2nc(N)[nH]c(=O)c21	0
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O	0
C=CCn1cc[n+](C)c1	0
C=CN1CCCC1=O	0
C=CN1CCCCCC1=O	0
C=COC(=O)C(C)(CC)CCC(C)C	0
C=COC(C)=O	0
C=COCC(C)C	0
C=COCC1CCC(CO)CC1	0
C=COCC1CCC(COC=C)CC1	0
C=COCCCCO	0
C=COCCOCCOC=C	0
C=COCCOCCOCCOC=C	0
C=CS(=O)(=O)O	0
C=C[Si](C)(C)O[Si](C)(C)C=C	0
C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C	0
C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O	0
C=C[Si](OC)(OC)OC	0
C=C[Si](OCC)(OCC)OCC	0
C=C[Si](OCCOC)(OCCOC)OCCOC	0
C=Cc1c(C)c2cc3nc(c(CC(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)C(CCC(=O)O)C3C	0
C=Cc1ccc(C(C)(C)C)cc1	0
C=Cc1ccc(C)cc1	0
C=Cc1ccc(C=C)cc1	0
C=Cc1ccc(OC(C)=O)cc1	0
C=Cc1cccc(C)c1	0
C=Cc1cccc(CCl)c1	0
C=Cc1ccccc1C=C	0
C=Cc1ccccn1	0
C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1	0
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21	0
CC#Cc1cc(C)nc(Nc2ccccc2)n1	0
CC#N	0
CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N	0
CC(=C(CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N	0
CC(=C(CCOC(=O)c1ccccc1)SSC(CCOC(=O)c1ccccc1)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N	0
CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N	0
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O	0
CC(=CC(C)CC(C)CC(C)C)C1CC(=O)OC1=O	0
CC(=CC1CCC(C)C2C1=C(C)CC2O)C(=O)O	0
CC(=CC1CCC(C)C2CCC(C)=C12)C(=O)O	0
CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C	0
CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)O)C1=O	0
CC(=Cc1ccccc1)[N+](=O)[O-]	0
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1	0
CC(=NC#N)N(C)Cc1ccc(Cl)nc1	0
CC(=NCc1ccccc1)c1ccccc1O	0
CC(=NNC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O	0
CC(=O)/C(C)=C/C1C(C)=CCCC1(C)C	0
CC(=O)/C=C/C1=C(C)CCCC1(C)C	0
CC(=O)/C=C/C1C(C)=CCCC1(C)C	0
CC(=O)/C=C/c1ccccc1	0
CC(=O)C(C)(C)C	0
CC(=O)C(C)=O	0
CC(=O)C(C)C	0
CC(=O)C(C)O	0
CC(=O)C(Cl)(Cl)Cl	0
CC(=O)C(Cl)C(=O)N(C)C	0
CC(=O)C(Cl)Cl	0
CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C	0
CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C	0
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	0
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C	0
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C	0
CC(=O)C1=C(C)[C@@H]2C[C@]3(C1)[C@@H](CC[C@H]3C)C2(C)C	0
CC(=O)C1C(=O)C=C(C)OC1=O	0
CC(=O)C1C(C#N)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C	0
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C	0
CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C	0
CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C	0
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C	0
CC(=O)C1CCCCC1=O	0
CC(=O)C1CCOC1=O	0
CC(=O)C=CC1=C(C)CCCC1(C)C	0
CC(=O)C=CC1C(C)=CCC(C)C1(C)C	0
CC(=O)C=CC1C(C)=CCCC1(C)C	0
CC(=O)C=Cc1ccc2c(c1)OCO2	0
CC(=O)C=Cc1ccccc1	0
CC(=O)C=Cc1ccco1	0
CC(=O)CC(=O)N(C)C	0
CC(=O)CC(=O)Nc1ccc(C)cc1C	0
CC(=O)CC(=O)Nc1ccc(S(=O)(=O)O)cc1	0
CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1	0
CC(=O)CC(=O)Nc1ccccc1C	0
CC(=O)CC(=O)OC(C)(C)C	0
CC(=O)CC(=O)c1ccccc1	0
CC(=O)CC(C)(C)C1CCCCC1	0
CC(=O)CC(C)(C)O	0
CC(=O)CC(C)=O	0
CC(=O)CC(C)C	0
CC(=O)CC(c1ccc(Cl)cc1)C1C(=O)Oc2ccccc2C1=O	0
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)C1C(=O)Oc2ccccc2C1=O	0
CC(=O)CC(c1ccccc1)C1C(=O)Oc2ccccc2C1=O	0
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O	0
CC(=O)CCC(C)=O	0
CC(=O)CCC(C)C	0
CC(=O)CCC=C(C)C	0
CC(=O)CCC=C(C)CCC=C(C)C	0
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	0
CC(=O)CCc1ccc(O)cc1	0
CC(=O)CCc1ccc(OC(C)=O)cc1	0
CC(=O)CCc1ccc2c(c1)OCO2	0
CC(=O)CCc1ccccc1	0
CC(=O)CCl	0
CC(=O)CN(CC(C)=O)N=O	0
CC(=O)N(C)C	0
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I	0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	0
CC(=O)N=c1sc(S(N)(=O)=O)nn1C	0
CC(=O)NC(=O)c1ccccc1O	0
CC(=O)NC(C(O)CC(=O)C(=O)O)C(O)C(O)C(O)CO	0
CC(=O)NC(C=O)C(O)C(O)C(O)CO	0
CC(=O)NC(CC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O	0
CC(=O)NC(CC(C)C)C(=O)O	0
CC(=O)NC(CCC(=O)O)C(=O)O	0
CC(=O)NC(CCC(N)=O)C(=O)O	0
CC(=O)NC(CS)C(=O)O	0
CC(=O)NC(Cc1ccc(O)cc1)C(=O)O	0
CC(=O)NC(Cc1ccccc1)C(=O)O	0
CC(=O)NC1(c2cccc(F)c2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(c3ccccc3)C(=O)CO2)CC1	0
CC(=O)NC1C(NC(=N)N)C=C(C(=O)O)OC1C(O)C(O)CO	0
CC(=O)NC1C(O)OC(CO)C(O)C1O	0
CC(=O)NC1C(O)OC(CO)C(O)C1OC1OC(C(=O)O)C(OC2OC(CO)C(O)C(OC3OC(C(=O)O)C(O)C(O)C3O)C2NC(C)=O)C(O)C1O	0
CC(=O)NC1CCSC1=O	0
CC(=O)NCCCCCC(=O)O	0
CC(=O)NCCCS(=O)(=O)O	0
CC(=O)NCCO	0
CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I	0
CC(=O)NN=Cc1ccc([N+](=O)[O-])o1	0
CC(=O)NNC(C)=O	0
CC(=O)NNc1ccccc1	0
CC(=O)NS(=O)(=O)c1ccc(N)cc1	0
CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I	0
CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I	0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I	0
